frame,timestamp,fish_y,sweet_y,distance,velocity,action,is_holding
5,1765649858.9245672,151,153,-2,0.06,RELEASE,False
10,1765649859.024531,152,153,-1,0.00,RELEASE,False
15,1765649859.1226926,152,154,-2,0.13,RELEASE,False
20,1765649859.2230275,151,154,-3,0.00,HOLD,True
25,1765649859.3254988,152,156,-4,0.53,HOLD,True
30,1765649859.4484293,151,157,-6,0.05,HOLD,True
35,1765649859.5584848,152,154,-2,-0.34,RELEASE,False
40,1765649859.6815045,151,150,1,-0.85,RELEASE,False
45,1765649859.8056583,151,145,6,-1.68,RELEASE,False
50,1765649859.9097488,151,142,9,-0.40,HOLD,True
55,1765649860.0123816,151,135,16,-1.17,HOLD,True
60,1765649860.1600118,152,128,24,-1.66,RELEASE,False
65,1765649860.2526312,152,128,24,-0.05,RELEASE,False
70,1765649860.3503213,152,133,19,1.44,HOLD,True
75,1765649860.4571295,151,139,12,1.36,HOLD,True
80,1765649860.5628254,151,144,7,1.26,HOLD,True
85,1765649860.6874187,151,152,-1,1.51,RELEASE,False
90,1765649860.8158882,152,158,-6,0.80,RELEASE,False
95,1765649860.921252,151,161,-10,0.65,RELEASE,False
100,1765649861.0283184,152,167,-15,1.24,HOLD,True
105,1765649861.121807,152,170,-18,0.69,HOLD,True
110,1765649861.236876,151,170,-19,-0.23,HOLD,True
115,1765649861.3408084,155,169,-14,-0.07,HOLD,True
120,1765649861.4376128,157,167,-10,-0.31,RELEASE,False
125,1765649861.5523224,160,165,-5,-0.54,HOLD,True
130,1765649861.6534567,162,160,2,-0.64,HOLD,True
135,1765649861.7777658,165,152,13,-1.80,RELEASE,False
140,1765649861.862476,167,147,20,-1.12,RELEASE,False
145,1765649861.9664001,169,145,24,-0.66,RELEASE,False
150,1765649862.0764747,172,147,25,0.73,RELEASE,False
155,1765649862.1592984,174,153,21,1.30,RELEASE,False
160,1765649862.2884555,176,165,11,1.82,RELEASE,False
165,1765649862.39133,178,177,1,1.99,RELEASE,False
170,1765649862.5048018,180,190,-10,2.56,RELEASE,False
175,1765649862.6148078,181,203,-22,2.67,HOLD,True
180,1765649862.7057703,183,211,-28,1.08,HOLD,True
185,1765649862.8269596,184,216,-32,0.57,HOLD,True
190,1765649862.9190419,185,216,-31,-0.08,HOLD,True
195,1765649863.0286806,185,209,-24,-1.97,HOLD,True
200,1765649863.1142936,186,200,-14,-1.91,RELEASE,False
205,1765649863.2307215,188,188,0,-2.72,RELEASE,False
210,1765649863.3303854,188,178,10,-0.90,HOLD,True
215,1765649863.4665642,189,167,22,-1.75,RELEASE,False
220,1765649863.5606766,188,161,27,-0.84,RELEASE,False
225,1765649863.6677003,190,161,29,0.10,RELEASE,False
230,1765649863.7477653,189,166,23,0.97,RELEASE,False
235,1765649863.8592591,190,174,16,1.25,RELEASE,False
240,1765649863.9737191,189,185,4,1.88,RELEASE,False
245,1765649864.062635,190,193,-3,1.12,HOLD,True
250,1765649864.1816628,189,204,-15,1.94,HOLD,True
255,1765649864.2854033,190,212,-22,1.40,HOLD,True
260,1765649864.3867612,189,215,-26,0.23,HOLD,True
265,1765649874.7443724,152,152,0,0.00,HOLD,True
270,1765649874.8491921,151,154,-3,0.28,HOLD,True
275,1765649874.9742756,152,156,-4,0.10,RELEASE,False
280,1765649875.073783,151,158,-7,0.10,HOLD,True
285,1765649875.1914718,152,156,-4,-0.75,HOLD,True
290,1765649875.2764032,151,152,-1,-0.40,HOLD,True
295,1765649875.4081066,152,145,7,-1.11,HOLD,True
300,1765649875.520515,151,139,12,-1.38,RELEASE,False
305,1765649875.6415741,152,134,18,-1.61,RELEASE,False
310,1765649875.7393417,151,130,21,-0.64,RELEASE,False
315,1765649875.839224,152,129,23,-0.05,RELEASE,False
320,1765649875.9545066,151,133,18,0.90,RELEASE,False
325,1765649876.0658379,161,139,22,1.47,RELEASE,False
330,1765649876.1647003,173,148,25,1.86,RELEASE,False
335,1765649876.2847202,185,160,25,2.71,RELEASE,False
340,1765649876.377132,193,177,16,2.80,HOLD,True
345,1765649876.4713407,203,193,10,2.40,RELEASE,False
350,1765649876.592333,211,209,2,3.01,HOLD,True
355,1765649876.683543,219,219,0,1.81,HOLD,True
360,1765649876.8037987,224,227,-3,1.53,HOLD,True
365,1765649876.9113157,232,237,-5,1.27,RELEASE,False
370,1765649877.0441866,235,243,-8,1.01,RELEASE,False
375,1765649877.1427238,240,246,-6,0.25,RELEASE,False
380,1765649877.2382212,240,246,-6,0.01,HOLD,True
385,1765649877.3324084,242,246,-4,0.00,RELEASE,False
390,1765649877.4530914,241,246,-5,0.00,RELEASE,False
395,1765649877.5787623,242,246,-4,0.00,HOLD,True
400,1765649877.6963356,241,246,-5,0.00,HOLD,True
405,1765649877.8425875,242,246,-4,0.00,HOLD,True
410,1765649877.9570699,242,246,-4,0.00,RELEASE,False
415,1765649878.0549054,242,246,-4,0.00,RELEASE,False
420,1765649878.1549394,242,246,-4,0.00,RELEASE,False
425,1765649878.2798333,243,246,-3,0.00,HOLD,True
430,1765649878.3905294,243,246,-3,0.00,HOLD,True
435,1765649878.4764078,243,246,-3,0.00,HOLD,True
440,1765649878.593294,243,245,-2,-0.50,RELEASE,False
445,1765649878.6879532,243,244,-1,-0.27,RELEASE,False
450,1765649878.7695768,243,243,0,-0.04,RELEASE,False
455,1765649878.891429,227,241,-14,-0.16,HOLD,True
460,1765649878.9889178,198,235,-37,-1.79,HOLD,True
465,1765649879.1024034,172,227,-55,-1.99,HOLD,True
470,1765649879.2223234,143,207,-64,-3.66,HOLD,True
475,1765649879.3184466,123,185,-62,-5.33,HOLD,True
480,1765649879.439762,105,158,-53,-2.85,HOLD,True
485,1765649879.5434687,88,124,-36,-7.03,HOLD,True
490,1765649879.6436234,73,95,-22,-5.66,HOLD,True
495,1765649879.753938,65,72,-7,-5.24,RELEASE,False
500,1765649879.8615246,59,72,-13,-0.16,HOLD,True
505,1765649879.954594,55,72,-17,-0.01,HOLD,True
510,1765649880.0488694,53,72,-19,-0.00,HOLD,True
515,1765649880.125554,54,72,-18,-0.00,HOLD,True
520,1765649880.2216427,53,72,-19,-0.00,HOLD,True
525,1765649880.3435616,54,72,-18,-0.00,HOLD,True
530,1765649880.436747,53,72,-19,-0.00,HOLD,True
535,1765649880.5480075,54,72,-18,-0.00,HOLD,True
540,1765649880.6277344,53,72,-19,-0.00,HOLD,True
545,1765649880.7358837,53,72,-19,-0.00,HOLD,True
550,1765649880.8442996,53,72,-19,-0.00,HOLD,True
555,1765649880.9239469,53,72,-19,-0.00,HOLD,True
560,1765649881.0295541,53,72,-19,-0.00,HOLD,True
565,1765649881.1093345,53,72,-19,-0.00,HOLD,True
570,1765649881.2156322,53,72,-19,-0.00,HOLD,True
575,1765649881.2936466,54,72,-18,-0.00,HOLD,True
580,1765649881.3877306,55,72,-17,-0.00,HOLD,True
585,1765649922.15024,152,152,0,0.00,RELEASE,False
590,1765649922.262722,151,152,-1,0.19,HOLD,True
595,1765649922.3581774,152,151,1,-0.03,HOLD,True
600,1765649922.4735851,151,149,2,-1.00,HOLD,True
605,1765649922.57122,152,146,6,-0.56,RELEASE,False
610,1765649922.6825604,151,142,9,-0.74,RELEASE,False
615,1765649922.773799,152,139,13,-0.62,RELEASE,False
620,1765649922.8600988,151,136,15,-0.61,HOLD,True
625,1765649922.9696882,151,133,18,-0.30,HOLD,True
630,1765649923.0807278,151,129,22,-0.45,RELEASE,False
635,1765649923.1855998,151,131,20,0.36,HOLD,True
640,1765649923.2775517,152,135,17,0.92,HOLD,True
645,1765649923.3598192,151,138,13,0.37,HOLD,True
650,1765649923.483339,152,141,11,0.23,RELEASE,False
655,1765649923.5860627,151,145,6,0.44,RELEASE,False
660,1765649923.6801856,152,152,0,1.33,RELEASE,False
665,1765649923.7844782,151,159,-8,1.45,HOLD,True
670,1765649923.8870323,152,165,-13,1.58,HOLD,True
675,1765649924.0011811,151,172,-21,1.30,HOLD,True
680,1765649924.1134212,152,176,-24,0.48,HOLD,True
685,1765649924.205049,152,175,-23,-0.49,HOLD,True
690,1765649924.300321,151,170,-19,-0.80,HOLD,True
695,1765649924.4251869,152,160,-8,-1.46,HOLD,True
700,1765649924.522396,151,152,-1,-1.36,HOLD,True
705,1765649924.622464,151,145,6,-1.20,RELEASE,False
710,1765649924.736133,152,138,14,-1.10,RELEASE,False
715,1765649924.839211,146,134,12,-0.75,RELEASE,False
720,1765649924.9427285,128,129,-1,-0.30,HOLD,True
725,1765649925.0234892,114,126,-12,-0.60,HOLD,True
730,1765649925.1296716,100,122,-22,-0.61,HOLD,True
735,1765649925.2657404,88,116,-28,-1.80,HOLD,True
740,1765649925.389638,77,102,-25,-3.37,HOLD,True
745,1765649925.4816275,71,89,-18,-1.92,HOLD,True
750,1765649925.5957532,66,74,-8,-1.00,RELEASE,False
755,1765649925.6899319,65,74,-9,-0.03,HOLD,True
760,1765649925.7791116,65,74,-9,-0.00,HOLD,True
765,1765649925.8831632,66,74,-8,-0.00,HOLD,True
770,1765649926.000919,65,74,-9,-0.00,HOLD,True
775,1765649926.107031,66,74,-8,-0.00,HOLD,True
780,1765649926.199303,65,74,-9,-0.00,HOLD,True
785,1765649926.3002663,66,74,-8,-0.00,HOLD,True
790,1765649926.395162,65,74,-9,-0.00,HOLD,True
795,1765649926.5191798,66,74,-8,-0.00,HOLD,True
800,1765649926.615809,71,74,-3,-0.00,HOLD,True
805,1765649926.7259138,110,74,36,-0.00,RELEASE,False
810,1765649926.8288732,133,74,59,-0.00,RELEASE,False
815,1765649926.9501312,167,71,96,-1.50,RELEASE,False
820,1765649927.0393164,187,85,102,1.98,RELEASE,False
825,1765649927.1610339,209,111,98,4.41,RELEASE,False
830,1765649927.2552204,224,138,86,5.42,RELEASE,False
835,1765649927.3624184,236,165,71,5.58,RELEASE,False
840,1765649927.4734027,246,197,49,6.89,RELEASE,False
845,1765649927.5665698,250,224,26,4.40,RELEASE,False
850,1765649927.6608949,252,242,10,2.17,HOLD,True
855,1765649927.752294,252,242,10,0.07,RELEASE,False
860,1765649927.8657315,252,242,10,0.00,RELEASE,False
865,1765649927.9833372,252,242,10,0.00,RELEASE,False
870,1765649928.1011333,252,242,10,0.00,RELEASE,False
875,1765649928.2137315,252,242,10,0.00,RELEASE,False
880,1765649928.328,252,242,10,0.00,RELEASE,False
885,1765649928.4293797,252,242,10,0.00,RELEASE,False
890,1765649928.5650754,252,242,10,0.00,RELEASE,False
895,1765649928.660954,252,242,10,0.00,RELEASE,False
900,1765649928.739959,251,242,9,0.00,RELEASE,False
905,1765649928.8626337,229,242,-13,0.00,HOLD,True
910,1765649928.9435115,213,242,-29,0.00,HOLD,True
915,1765649929.0470994,195,242,-47,-0.50,HOLD,True
920,1765649929.1561413,181,230,-49,-2.17,HOLD,True
925,1765649929.2557395,170,211,-41,-2.85,HOLD,True
930,1765649929.3659205,161,183,-22,-4.93,HOLD,True
935,1765649929.4901161,154,157,-3,-3.81,RELEASE,False
940,1765649929.6069915,152,129,23,-4.34,RELEASE,False
945,1765649929.702521,152,116,36,-2.20,RELEASE,False
950,1765649929.8044398,151,106,45,-0.94,RELEASE,False
955,1765649929.8929229,151,100,51,-0.53,RELEASE,False
960,1765649930.0070312,152,100,52,0.05,RELEASE,False
965,1765649930.0955954,152,106,46,1.16,RELEASE,False
970,1765649930.2081337,152,118,34,2.19,RELEASE,False
975,1765649930.3126695,154,136,18,3.72,HOLD,True
980,1765649930.4277856,152,151,1,1.96,HOLD,True
985,1765649930.5470383,151,165,-14,2.41,RELEASE,False
990,1765649930.6592338,145,176,-31,2.08,HOLD,True
995,1765649930.7627153,141,182,-41,1.47,HOLD,True
1000,1765649930.8597846,136,181,-45,-0.45,HOLD,True
1005,1765649930.9894166,133,174,-41,-1.58,HOLD,True
1010,1765649931.0925462,128,160,-32,-2.39,HOLD,True
1015,1765649931.2001078,127,143,-16,-3.11,RELEASE,False
1020,1765649931.2980995,124,126,-2,-3.13,RELEASE,False
1025,1765649931.3990164,122,115,7,-1.91,RELEASE,False
1030,1765649931.510818,121,101,20,-2.62,RELEASE,False
1035,1765649939.9195597,152,152,0,0.00,HOLD,True
1040,1765649940.0171585,151,151,0,-0.06,HOLD,True
1045,1765649940.145728,152,149,3,-0.25,HOLD,True
1050,1765649940.256559,151,145,6,-0.60,RELEASE,False
1055,1765649940.350379,152,143,9,-0.30,RELEASE,False
1060,1765649940.4454758,151,139,12,-0.82,RELEASE,False
1065,1765649940.5551357,152,136,16,-0.62,HOLD,True
1070,1765649940.6906056,151,131,20,-0.30,HOLD,True
1075,1765649940.770079,152,126,26,-0.76,RELEASE,False
1080,1765649940.878304,151,127,24,0.48,RELEASE,False
1085,1765649940.982529,152,132,20,0.73,HOLD,True
1090,1765649941.0823603,151,139,12,1.49,HOLD,True
1095,1765649941.1815083,152,143,9,0.52,HOLD,True
1100,1765649941.2876332,152,148,4,1.23,RELEASE,False
1105,1765649941.4182498,152,155,-3,1.48,RELEASE,False
1110,1765649941.5356815,151,162,-11,1.51,RELEASE,False
1115,1765649941.6466875,152,167,-15,0.58,HOLD,True
1120,1765649941.749152,151,174,-23,1.36,HOLD,True
1125,1765649941.8733897,152,178,-26,0.45,HOLD,True
1130,1765649941.9567094,151,175,-24,-1.05,HOLD,True
1135,1765649942.0563908,151,169,-18,-1.53,HOLD,True
1140,1765649942.1717083,152,158,-6,-2.52,HOLD,True
1145,1765649942.2840712,151,144,7,-2.77,RELEASE,False
1150,1765649942.3778608,152,135,17,-2.46,RELEASE,False
1155,1765649942.4869967,151,127,24,-1.67,RELEASE,False
1160,1765649942.6137567,152,124,28,-0.24,RELEASE,False
1165,1765649942.7101848,151,128,23,0.84,RELEASE,False
1170,1765649942.8236475,152,137,15,2.15,RELEASE,False
1175,1765649942.9235232,151,145,6,1.29,HOLD,True
1180,1765649943.0311058,152,153,-1,1.48,HOLD,True
1185,1765649943.1372652,151,162,-11,1.58,HOLD,True
1190,1765649943.2463021,152,168,-16,1.11,RELEASE,False
1195,1765649943.3724923,151,178,-27,1.19,HOLD,True
1200,1765649943.4655306,151,180,-29,0.10,HOLD,True
1205,1765649943.5734036,152,178,-26,-0.50,HOLD,True
1210,1765649943.674175,152,169,-17,-1.80,HOLD,True
1215,1765649943.7567499,152,160,-8,-1.81,HOLD,True
1220,1765649943.8735738,152,147,5,-2.40,HOLD,True
1225,1765649943.9588108,152,137,15,-1.45,RELEASE,False
1230,1765649944.093578,152,127,25,-1.76,RELEASE,False
1235,1765649944.2062178,153,125,28,-0.15,RELEASE,False
1240,1765649944.285252,153,128,25,0.81,RELEASE,False
1245,1765649944.407123,153,137,16,1.90,RELEASE,False
1250,1765649944.5177822,153,146,7,1.22,HOLD,True
1255,1765649944.6283743,152,156,-4,1.82,HOLD,True
1260,1765649944.717828,152,164,-12,1.34,HOLD,True
1265,1765649944.830176,152,170,-18,0.85,RELEASE,False
1270,1765649944.906475,151,177,-26,1.18,HOLD,True
1275,1765649945.0009048,152,179,-27,0.19,HOLD,True
1280,1765649945.1235807,153,176,-23,-1.12,HOLD,True
1285,1765649945.2184534,151,169,-18,-1.41,RELEASE,False
1290,1765649945.3140705,161,161,0,-1.79,RELEASE,False
1295,1765649945.4226854,167,153,14,-1.65,HOLD,True
1300,1765649945.5186555,170,146,24,-1.21,RELEASE,False
1305,1765649956.4151115,151,154,-3,0.50,RELEASE,False
1310,1765649956.533498,152,157,-5,0.61,RELEASE,False
1315,1765649956.626237,151,161,-10,0.68,RELEASE,False
1320,1765649956.7384548,152,166,-14,0.77,HOLD,True
1325,1765649956.8542073,151,171,-20,1.09,HOLD,True
1330,1765649956.950368,151,173,-22,0.13,HOLD,True
1335,1765649957.0554059,152,171,-19,-0.75,HOLD,True
1340,1765649957.1794279,151,164,-13,-1.52,HOLD,True
1345,1765649957.2849069,151,154,-3,-1.80,HOLD,True
1350,1765649957.3833034,151,144,7,-2.12,RELEASE,False
1355,1765649957.48608,151,135,16,-1.91,RELEASE,False
1360,1765649957.5885444,151,126,25,-2.06,RELEASE,False
1365,1765649957.712853,151,123,28,-0.28,RELEASE,False
1370,1765649957.8110263,152,126,26,0.77,RELEASE,False
1375,1765649957.9272795,151,136,15,1.65,RELEASE,False
1380,1765649958.047744,152,142,10,0.77,RELEASE,False
1385,1765649958.1586368,151,152,-1,1.43,HOLD,True
1390,1765649958.2626195,152,161,-9,1.76,HOLD,True
1395,1765649958.372591,151,168,-17,1.56,HOLD,True
1400,1765649958.4824014,152,176,-24,1.20,HOLD,True
1405,1765649958.5920413,151,177,-26,0.10,HOLD,True
1410,1765649958.6934924,151,172,-21,-0.97,HOLD,True
1415,1765649958.7862117,151,163,-12,-1.84,RELEASE,False
1420,1765649958.8925736,151,153,-2,-1.71,RELEASE,False
1425,1765649958.984374,151,144,7,-2.24,RELEASE,False
1430,1765649959.0900536,151,135,16,-1.98,HOLD,True
1435,1765649959.1850111,151,123,28,-2.06,RELEASE,False
1440,1765649959.2907448,151,118,33,-0.53,RELEASE,False
1445,1765649959.4010236,152,116,36,-0.11,RELEASE,False
1450,1765649959.513331,151,119,32,0.68,RELEASE,False
1455,1765649959.6069543,151,127,24,1.65,RELEASE,False
1460,1765649959.7145026,151,139,12,1.74,RELEASE,False
1465,1765649959.819292,152,155,-3,2.96,HOLD,True
1470,1765649959.9158964,151,163,-12,1.09,RELEASE,False
1475,1765649960.0180488,154,176,-22,1.66,HOLD,True
1480,1765649960.131199,157,182,-25,0.99,HOLD,True
1485,1765649960.233377,160,183,-23,0.06,HOLD,True
1490,1765649960.3260806,161,179,-18,-0.69,RELEASE,False
1495,1765649960.432661,164,172,-8,-1.49,HOLD,True
1500,1765649960.5344706,166,167,-1,-0.64,HOLD,True
1505,1765649960.6314683,168,162,6,-0.83,HOLD,True
1510,1765649960.7280152,170,157,13,-0.99,RELEASE,False
1515,1765649960.8348875,172,152,20,-0.69,RELEASE,False
1520,1765649960.9439106,173,150,23,-0.34,RELEASE,False
1525,1765649961.0556512,174,151,23,0.58,RELEASE,False
1530,1765649961.1523108,176,154,22,0.61,RELEASE,False
1535,1765649961.2544637,177,163,14,1.58,RELEASE,False
1540,1765649961.3683856,178,171,7,1.30,RELEASE,False
1545,1765649961.4874604,179,183,-4,2.35,HOLD,True
1550,1765649961.5964127,181,191,-10,1.85,HOLD,True
1555,1765649961.683071,174,196,-22,0.68,HOLD,True
1560,1765649961.7840178,180,200,-20,0.65,HOLD,True
1565,1765649961.8991096,177,198,-21,-0.54,HOLD,True
1570,1765649962.036754,175,192,-17,-0.99,RELEASE,False
1575,1765649962.1589675,179,187,-8,-1.25,RELEASE,False
1580,1765649962.25894,179,185,-6,-0.57,RELEASE,False
1585,1765649970.322895,152,153,-1,0.00,HOLD,True
1590,1765649970.4289303,151,153,-2,0.00,HOLD,True
1595,1765649970.5217583,152,154,-2,0.03,RELEASE,False
1600,1765649970.6305923,151,155,-4,0.06,RELEASE,False
1605,1765649970.7239442,152,156,-4,0.25,RELEASE,False
1610,1765649970.8023946,152,156,-4,0.01,HOLD,True
1615,1765649970.9361706,152,157,-5,0.50,HOLD,True
1620,1765649971.0352495,152,156,-4,-0.23,HOLD,True
1625,1765649971.1364872,151,154,-3,-0.38,RELEASE,False
1630,1765649971.243003,152,151,1,-0.42,RELEASE,False
1635,1765649971.3481734,151,148,3,-0.33,RELEASE,False
1640,1765649971.461044,151,145,6,-0.60,HOLD,True
1645,1765649971.5387585,151,144,7,-0.08,RELEASE,False
1650,1765649971.6462255,151,145,6,0.50,HOLD,True
1655,1765649971.7725902,151,148,3,0.61,HOLD,True
1660,1765649971.8515153,151,151,0,0.73,RELEASE,False
1665,1765649971.9593241,152,152,0,0.09,RELEASE,False
1670,1765649972.0497367,157,153,4,0.13,RELEASE,False
1675,1765649972.1468291,173,154,19,0.25,HOLD,True
1680,1765649972.2407126,191,158,33,0.91,RELEASE,False
1685,1765649972.324041,200,164,36,0.93,RELEASE,False
1690,1765649972.4387398,212,175,37,1.25,RELEASE,False
1695,1765649972.5391479,223,192,31,1.60,RELEASE,False
1700,1765649972.6460476,231,215,16,4.36,HOLD,True
1705,1765649972.7388039,237,239,-2,4.82,HOLD,True
1710,1765649972.8508568,240,239,1,0.15,RELEASE,False
1715,1765649972.9482586,242,239,3,0.00,RELEASE,False
1720,1765649973.0456803,242,239,3,0.00,RELEASE,False
1725,1765649973.1492114,242,239,3,0.00,HOLD,True
1730,1765649973.2706716,242,239,3,0.00,HOLD,True
1735,1765649973.3826458,242,246,-4,1.75,RELEASE,False
1740,1765649973.4940677,242,242,0,-0.76,RELEASE,False
1745,1765649973.5949266,242,239,3,-0.34,RELEASE,False
1750,1765649973.6987345,242,236,6,-0.20,HOLD,True
1755,1765649973.8149185,242,231,11,-0.76,HOLD,True
1760,1765649973.9144242,242,226,16,-0.99,HOLD,True
1765,1765649974.006145,224,222,2,-0.97,RELEASE,False
1770,1765649974.087525,214,219,-5,-0.66,RELEASE,False
1775,1765649974.2093096,197,215,-18,-0.36,RELEASE,False
1780,1765649974.3145773,182,210,-28,-0.82,HOLD,True
1785,1765649974.4306614,171,201,-30,-1.74,HOLD,True
1790,1765649974.5242038,161,183,-22,-4.37,HOLD,True
1795,1765649974.6224177,155,167,-12,-3.82,RELEASE,False
1800,1765649974.7595654,148,144,4,-5.53,RELEASE,False
1805,1765649974.8796895,145,132,13,-3.20,RELEASE,False
1810,1765649974.990082,145,122,23,-1.73,RELEASE,False
1815,1765649975.1051438,145,118,27,-0.90,RELEASE,False
1820,1765649975.217331,144,119,25,0.10,RELEASE,False
1825,1765649975.3164911,145,127,18,1.41,HOLD,True
1830,1765649975.4336731,144,135,9,1.92,HOLD,True
1835,1765649975.5444314,145,140,5,1.00,HOLD,True
1840,1765649975.6576335,144,148,-4,1.25,RELEASE,False
1845,1765649975.7435079,144,151,-7,1.14,RELEASE,False
1850,1765649975.8260388,144,156,-12,1.00,RELEASE,False
1855,1765649975.9208283,144,162,-18,1.13,HOLD,True
1860,1765649976.0171113,144,167,-23,0.79,HOLD,True
1865,1765649976.1093705,119,169,-50,0.27,HOLD,True
1870,1765649976.2052748,97,166,-69,-0.65,HOLD,True
1875,1765649976.3113723,78,157,-79,-2.27,HOLD,True
1880,1765649976.4458873,68,140,-72,-4.01,HOLD,True
1885,1765649976.5611002,65,113,-48,-5.94,HOLD,True
1890,1765649976.670828,65,86,-21,-5.44,HOLD,True
1895,1765649976.7938862,66,73,-7,-0.73,RELEASE,False
1900,1765649976.8864946,65,73,-8,-0.02,HOLD,True
1905,1765649976.994023,66,73,-7,-0.00,HOLD,True
1910,1765649977.097809,113,73,40,-0.00,RELEASE,False
1915,1765649977.209452,165,73,92,-0.00,RELEASE,False
1920,1765649977.296103,200,73,127,-0.00,RELEASE,False
1925,1765649977.400839,221,79,142,2.25,RELEASE,False
1930,1765649977.5112245,231,103,128,5.82,RELEASE,False
1935,1765649977.6152742,231,128,103,6.74,RELEASE,False
1940,1765649977.7194488,231,156,75,5.05,RELEASE,False
1945,1765649977.835644,231,183,48,3.56,RELEASE,False
1950,1765649977.9324927,230,210,20,4.17,HOLD,True
1955,1765649978.027011,231,239,-8,4.72,HOLD,True
1960,1765649978.1524704,190,246,-56,0.37,HOLD,True
1965,1765649978.2746649,145,246,-101,0.01,HOLD,True
1970,1765649978.3691626,113,240,-127,-1.81,HOLD,True
1975,1765649978.4790592,85,222,-137,-3.59,HOLD,True
1980,1765649978.5827162,64,201,-137,-3.89,HOLD,True
1985,1765649978.6686118,61,180,-119,-4.34,HOLD,True
1990,1765649978.7891648,56,143,-87,-6.48,HOLD,True
1995,1765649978.8964367,57,121,-64,-5.33,HOLD,True
2000,1765649978.989821,56,89,-33,-5.85,HOLD,True
2005,1765649979.0948834,55,72,-17,-2.43,HOLD,True
2010,1765649979.20542,56,72,-16,-0.08,HOLD,True
2015,1765649979.3144135,57,72,-15,-0.00,HOLD,True
2020,1765649979.4134738,58,72,-14,-0.00,HOLD,True
2025,1765649979.5369685,71,72,-1,-0.00,HOLD,True
2030,1765649979.6289792,91,72,19,-0.00,RELEASE,False
2035,1765649979.7282667,106,72,34,-0.00,RELEASE,False
2040,1765649979.8410957,130,72,58,-0.00,RELEASE,False
2045,1765649980.020242,150,95,55,6.91,RELEASE,False
2050,1765649980.1545825,164,130,34,6.00,RELEASE,False
2055,1765649980.2382119,179,157,22,5.09,RELEASE,False
2060,1765649980.3571908,184,183,1,5.13,HOLD,True
2065,1765649980.4822986,173,207,-34,3.50,HOLD,True
2070,1765649980.5782285,186,222,-36,2.30,HOLD,True
2075,1765649980.6925616,190,234,-44,1.88,HOLD,True
2080,1765649980.7989097,186,237,-51,0.40,HOLD,True
2085,1765649980.905589,188,235,-47,-0.74,HOLD,True
2090,1765649981.0018642,194,229,-35,-0.77,HOLD,True
2095,1765649981.0915108,193,218,-25,-1.87,HOLD,True
2100,1765649981.1912653,193,203,-10,-2.40,RELEASE,False
2105,1765649981.3020728,197,188,9,-1.67,RELEASE,False
2110,1765649981.411628,190,177,13,-1.96,RELEASE,False
2115,1765649981.5017104,190,169,21,-1.12,RELEASE,False
2120,1765649992.4516423,152,151,1,-0.25,RELEASE,False
2125,1765649992.5783782,152,153,-1,0.09,RELEASE,False
2130,1765649992.7047598,151,155,-4,0.32,RELEASE,False
2135,1765649992.8317873,152,156,-4,0.54,HOLD,True
2140,1765649992.951485,151,156,-5,0.02,HOLD,True
2145,1765649993.0692065,152,154,-2,-0.56,HOLD,True
2150,1765649993.1667693,151,153,-2,-0.27,RELEASE,False
2155,1765649993.2790065,152,150,2,-0.14,HOLD,True
2160,1765649993.372502,151,146,5,-1.45,RELEASE,False
2165,1765649993.486847,152,142,10,-0.95,HOLD,True
2170,1765649993.6215966,151,132,19,-1.97,HOLD,True
2175,1765649993.7327425,152,125,27,-1.31,RELEASE,False
2180,1765649993.8280694,152,123,29,-0.10,RELEASE,False
2185,1765649993.91756,154,125,29,0.75,RELEASE,False
2190,1765649994.0290926,155,134,21,2.55,RELEASE,False
