frame,timestamp,fish_y,sweet_y,distance,velocity,action,is_holding
2195,1765649994.1395423,157,145,12,0.95,RELEASE,False
2200,1765649994.2519388,157,159,-2,2.31,HOLD,True
2205,1765649994.3563745,159,171,-12,2.20,RELEASE,False
2210,1765649994.4515126,159,179,-20,1.51,RELEASE,False
2215,1765649994.5820272,161,190,-29,1.95,HOLD,True
2220,1765649994.666516,161,193,-32,0.72,HOLD,True
2225,1765649994.7778442,162,191,-29,-0.60,HOLD,True
2230,1765649994.8684392,161,185,-24,-0.83,HOLD,True
2235,1765649994.9796808,161,172,-11,-2.96,RELEASE,False
2240,1765649995.0732586,161,164,-3,-0.91,RELEASE,False
2245,1765649995.1972342,162,152,10,-1.97,HOLD,True
2250,1765649995.3068786,162,143,19,-0.91,HOLD,True
2255,1765649995.4210827,162,132,30,-1.59,RELEASE,False
2260,1765649995.5231693,162,128,34,-0.42,RELEASE,False
2265,1765649995.6336582,162,129,33,0.49,RELEASE,False
2270,1765649995.733845,162,135,27,1.08,RELEASE,False
2275,1765649995.8540132,163,149,14,3.47,HOLD,True
2280,1765649995.9596589,162,162,0,2.36,RELEASE,False
2285,1765649996.058605,163,172,-9,1.73,RELEASE,False
2290,1765649996.1615226,162,184,-22,2.49,HOLD,True
2295,1765649996.2718344,165,191,-26,0.73,HOLD,True
2300,1765649996.3836513,170,194,-24,0.21,HOLD,True
2305,1765649996.4915102,173,190,-17,-0.59,RELEASE,False
2310,1765649996.597469,176,185,-9,-1.21,RELEASE,False
2315,1765649996.723328,179,181,-2,-0.41,HOLD,True
2320,1765649996.8329508,180,177,3,-0.48,HOLD,True
2325,1765649996.9378395,181,173,8,-0.80,HOLD,True
2330,1765649997.035851,180,169,11,-0.87,RELEASE,False
2335,1765649997.137394,180,164,16,-0.96,RELEASE,False
2340,1765649997.238845,181,159,22,-0.81,RELEASE,False
2345,1765649997.3469994,180,156,24,-0.18,RELEASE,False
2350,1765649997.4520283,177,158,19,0.49,HOLD,True
2355,1765649997.5640972,181,163,18,0.92,HOLD,True
2360,1765649997.6927655,178,168,10,0.47,RELEASE,False
2365,1765649997.7878356,186,174,12,1.01,RELEASE,False
2370,1765649997.888506,208,183,25,2.03,RELEASE,False
2375,1765649998.0008953,223,196,27,3.50,RELEASE,False
2380,1765649998.1268132,239,222,17,5.92,HOLD,True
2385,1765650008.3308496,152,152,0,0.00,HOLD,True
2390,1765650008.4473915,151,150,1,-0.38,RELEASE,False
2395,1765650008.5558796,152,150,2,-0.38,HOLD,True
2400,1765650008.651855,151,151,0,0.02,RELEASE,False
2405,1765650008.7427065,152,152,0,0.25,RELEASE,False
2410,1765650008.8523462,151,154,-3,0.63,HOLD,True
2415,1765650008.9808795,152,156,-4,1.02,HOLD,True
2420,1765650009.0885727,151,157,-6,0.09,HOLD,True
2425,1765650009.1786408,152,159,-7,0.16,RELEASE,False
2430,1765650009.2937639,151,163,-12,0.41,RELEASE,False
2435,1765650009.405555,152,167,-15,0.73,RELEASE,False
2440,1765650009.500039,151,170,-19,0.46,HOLD,True
2445,1765650009.5974386,152,173,-21,0.30,HOLD,True
2450,1765650009.710716,151,172,-21,-0.96,HOLD,True
2455,1765650009.8344107,152,165,-13,-1.44,RELEASE,False
2460,1765650009.9562263,151,159,-8,-1.51,RELEASE,False
2465,1765650010.0510871,152,154,-2,-1.20,RELEASE,False
2470,1765650010.1880608,151,147,4,-1.01,HOLD,True
2475,1765650010.2760217,152,142,10,-0.34,HOLD,True
2480,1765650010.4034224,151,132,19,-1.64,HOLD,True
2485,1765650010.4881852,151,126,25,-1.11,RELEASE,False
2490,1765650010.6124327,151,124,27,-0.19,RELEASE,False
2495,1765650010.7099426,151,129,22,0.96,RELEASE,False
2500,1765650010.82574,152,137,15,2.12,RELEASE,False
2505,1765650010.9502265,152,148,4,1.35,HOLD,True
2510,1765650011.0654414,152,159,-7,1.51,HOLD,True
2515,1765650011.1735034,152,167,-15,1.42,RELEASE,False
2520,1765650011.2772453,156,174,-18,1.14,RELEASE,False
2525,1765650011.389348,164,183,-19,1.41,RELEASE,False
2530,1765650011.4918008,172,191,-19,1.51,HOLD,True
2535,1765650011.6056569,180,200,-20,2.11,HOLD,True
2540,1765650011.7016134,184,205,-21,1.41,HOLD,True
2545,1765650011.8196635,191,212,-21,0.79,HOLD,True
2550,1765650011.9143565,197,212,-15,0.02,HOLD,True
2555,1765650012.0204127,201,207,-6,-0.97,RELEASE,False
2560,1765650012.1334,208,203,5,-0.75,RELEASE,False
2565,1765650012.256873,212,199,13,-0.87,RELEASE,False
2570,1765650012.3493536,217,195,22,-0.71,RELEASE,False
2575,1765650012.4576502,220,194,26,0.20,RELEASE,False
2580,1765650012.5798452,226,199,27,1.44,RELEASE,False
2585,1765650012.6929214,228,210,18,2.14,HOLD,True
2590,1765650012.7992017,232,221,11,1.50,RELEASE,False
2595,1765650012.9076855,234,233,1,2.48,RELEASE,False
2600,1765650013.0254533,238,245,-7,1.20,HOLD,True
2605,1765650013.1445756,238,245,-7,0.04,HOLD,True
2610,1765650013.2707827,239,245,-6,0.00,HOLD,True
2615,1765650013.375814,241,245,-4,0.00,RELEASE,False
2620,1765650013.4956946,242,238,4,-1.03,HOLD,True
2625,1765650013.5833683,243,233,10,-1.00,HOLD,True
2630,1765650013.669277,241,226,15,-1.44,HOLD,True
2635,1765650013.8056567,243,218,25,-1.33,RELEASE,False
2640,1765650013.9147444,244,216,28,-0.14,RELEASE,False
2645,1765650022.5881624,152,152,0,0.00,RELEASE,False
2650,1765650022.6807199,151,153,-2,0.12,HOLD,True
2655,1765650022.781556,152,154,-2,0.50,HOLD,True
2660,1765650022.8829155,151,154,-3,0.02,HOLD,True
2665,1765650022.983639,152,154,-2,-0.22,RELEASE,False
2670,1765650023.0877,151,154,-3,-0.01,RELEASE,False
2675,1765650023.2095513,152,155,-3,0.12,RELEASE,False
2680,1765650023.3090494,151,156,-5,0.54,HOLD,True
2685,1765650023.4316585,151,158,-7,0.39,HOLD,True
2690,1765650023.5647757,151,161,-10,0.61,HOLD,True
2695,1765650023.678736,152,160,-8,-0.48,HOLD,True
2700,1765650023.7833185,151,155,-4,-1.23,HOLD,True
2705,1765650023.8911846,152,148,4,-1.32,RELEASE,False
2710,1765650023.9845645,151,142,9,-1.04,RELEASE,False
2715,1765650024.0675614,151,137,14,-0.81,RELEASE,False
2720,1765650024.1743758,152,133,19,-0.46,HOLD,True
2725,1765650024.263526,151,127,24,-1.01,RELEASE,False
2730,1765650024.3939276,152,128,24,0.44,RELEASE,False
2735,1765650024.5285864,152,134,18,1.39,RELEASE,False
2740,1765650024.6367507,149,143,6,1.67,HOLD,True
2745,1765650024.7332342,136,151,-15,3.23,HOLD,True
2750,1765650024.8306751,124,159,-35,0.66,HOLD,True
2755,1765650024.9211574,115,164,-49,0.27,HOLD,True
2760,1765650025.0578923,102,163,-61,-0.59,HOLD,True
2765,1765650025.1627104,91,154,-63,-2.02,HOLD,True
2770,1765650025.2585444,82,141,-59,-2.63,HOLD,True
2775,1765650025.3652654,74,123,-49,-4.49,HOLD,True
2780,1765650025.4877648,65,91,-26,-6.36,HOLD,True
2785,1765650025.5805147,58,73,-15,-3.01,RELEASE,False
2790,1765650025.6898456,53,73,-20,-0.09,HOLD,True
2795,1765650025.7686431,49,73,-24,-0.00,HOLD,True
2800,1765650025.8915427,43,73,-30,-0.00,HOLD,True
2805,1765650026.0066662,40,73,-33,-0.00,HOLD,True
2810,1765650026.102124,37,73,-36,-0.00,HOLD,True
2815,1765650026.195216,36,73,-37,-0.00,HOLD,True
2820,1765650026.3218973,33,73,-40,-0.00,HOLD,True
2825,1765650026.4344351,34,73,-39,-0.00,HOLD,True
2830,1765650026.5566165,33,73,-40,-0.00,HOLD,True
2835,1765650026.6466491,34,73,-39,-0.00,HOLD,True
2840,1765650026.762697,33,73,-40,-0.00,HOLD,True
2845,1765650026.8510294,34,73,-39,-0.00,HOLD,True
2850,1765650026.9484258,33,73,-40,-0.00,HOLD,True
2855,1765650027.0641282,34,73,-39,-0.00,HOLD,True
2860,1765650027.1975858,33,73,-40,-0.00,HOLD,True
2865,1765650027.318042,34,73,-39,-0.00,HOLD,True
2870,1765650027.450244,33,73,-40,-0.00,HOLD,True
2875,1765650027.5374506,34,73,-39,-0.00,HOLD,True
2880,1765650027.6450458,33,73,-40,-0.00,HOLD,True
2885,1765650027.7404513,34,73,-39,-0.00,HOLD,True
2890,1765650027.830536,33,73,-40,-0.00,HOLD,True
2895,1765650027.9305646,33,73,-40,-0.00,HOLD,True
2900,1765650028.0377302,33,73,-40,-0.00,HOLD,True
2905,1765650028.1443503,33,73,-40,-0.00,HOLD,True
2910,1765650028.2530274,41,73,-32,-0.00,HOLD,True
2915,1765650028.3462083,50,73,-23,-0.00,HOLD,True
2920,1765650028.4588563,63,73,-10,-0.00,HOLD,True
2925,1765650028.567565,74,73,1,-0.00,RELEASE,False
2930,1765650028.6749394,85,73,12,-0.00,RELEASE,False
2935,1765650028.7702162,93,73,20,-0.00,RELEASE,False
2940,1765650028.8652413,103,71,32,-1.00,RELEASE,False
2945,1765650028.9913394,113,92,21,3.38,RELEASE,False
2950,1765650029.100942,123,117,6,3.54,HOLD,True
2955,1765650029.20699,132,136,-4,3.11,HOLD,True
2960,1765650029.2876194,138,146,-8,2.28,RELEASE,False
2965,1765650040.0208395,152,152,0,0.00,RELEASE,False
2970,1765650040.1118014,151,153,-2,0.50,RELEASE,False
2975,1765650040.211006,152,153,-1,0.05,HOLD,True
2980,1765650040.325633,151,154,-3,0.50,HOLD,True
2985,1765650040.4302597,152,154,-2,0.02,HOLD,True
2990,1765650040.533355,151,154,-3,0.00,RELEASE,False
2995,1765650040.6249352,152,155,-3,0.06,RELEASE,False
3000,1765650040.721807,151,156,-5,0.06,RELEASE,False
3005,1765650040.8257902,152,158,-6,0.63,HOLD,True
3010,1765650040.9199135,151,159,-8,0.52,HOLD,True
3015,1765650041.0399623,152,156,-4,-0.77,HOLD,True
3020,1765650041.1277559,152,153,-1,-0.24,HOLD,True
3025,1765650041.2539442,152,145,7,-1.57,HOLD,True
3030,1765650041.3424184,152,141,11,-0.77,RELEASE,False
3035,1765650041.4718661,152,134,18,-1.74,RELEASE,False
3040,1765650041.5525398,152,130,22,-0.65,RELEASE,False
3045,1765650041.6410687,151,127,24,-0.71,RELEASE,False
3050,1765650041.7550228,152,129,23,0.60,RELEASE,False
3055,1765650041.831857,151,133,18,0.64,RELEASE,False
3060,1765650041.9288702,152,139,13,1.11,RELEASE,False
3065,1765650042.0457678,151,144,7,1.32,RELEASE,False
3070,1765650042.1457908,152,149,3,1.45,HOLD,True
3075,1765650042.2646644,151,152,-1,0.64,HOLD,True
3080,1765650042.3674612,152,155,-3,0.80,HOLD,True
3085,1765650042.4860206,151,158,-7,0.62,RELEASE,False
3090,1765650042.5826452,152,161,-9,0.43,RELEASE,False
3095,1765650042.6876,151,164,-13,0.70,RELEASE,False
3100,1765650042.7797287,152,167,-15,0.80,HOLD,True
3105,1765650042.8846176,151,169,-18,0.65,HOLD,True
3110,1765650042.9985223,153,172,-19,0.80,HOLD,True
3115,1765650043.096368,154,175,-21,0.68,HOLD,True
3120,1765650043.1964111,155,175,-20,-0.17,HOLD,True
3125,1765650043.3289416,157,174,-17,-0.04,HOLD,True
3130,1765650043.4331148,159,172,-13,-0.28,RELEASE,False
3135,1765650043.5196183,161,171,-10,-0.04,HOLD,True
3140,1765650043.641922,161,164,-3,-1.13,RELEASE,False
3145,1765650043.742853,164,157,7,-1.85,RELEASE,False
3150,1765650043.8636081,165,148,17,-2.03,RELEASE,False
3155,1765650043.9695024,166,142,24,-0.69,RELEASE,False
3160,1765650044.099912,167,141,26,-0.05,RELEASE,False
3165,1765650044.1955085,169,147,22,1.44,RELEASE,False
3170,1765650044.3116753,169,158,11,2.17,RELEASE,False
3175,1765650044.412897,171,165,6,1.16,RELEASE,False
3180,1765650044.5175242,171,177,-6,2.51,RELEASE,False
3185,1765650044.617378,172,188,-16,2.02,HOLD,True
3190,1765650044.7327352,171,198,-27,1.19,HOLD,True
3195,1765650044.819758,170,203,-33,0.51,HOLD,True
3200,1765650044.9259243,169,202,-33,-0.48,HOLD,True
3205,1765650045.022361,169,197,-28,-0.61,HOLD,True
3210,1765650045.128472,174,187,-13,-1.71,RELEASE,False
3215,1765650045.2400508,171,177,-6,-1.77,RELEASE,False
3220,1765650045.3296437,172,170,2,-0.77,RELEASE,False
3225,1765650045.4437897,173,159,14,-2.12,HOLD,True
3230,1765650045.552149,171,151,20,-1.47,HOLD,True
3235,1765650056.2253683,151,153,-2,0.00,RELEASE,False
3240,1765650056.3191755,152,152,0,-0.28,HOLD,True
3245,1765650056.4363253,152,152,0,0.24,HOLD,True
3250,1765650056.5607502,152,149,3,-1.09,HOLD,True
3255,1765650056.668218,151,141,10,-1.88,RELEASE,False
3260,1765650056.7817063,152,132,20,-1.87,RELEASE,False
3265,1765650056.9018784,151,126,25,-0.90,RELEASE,False
3270,1765650057.0004764,152,126,26,0.44,RELEASE,False
3275,1765650057.0927823,151,131,20,1.08,HOLD,True
3280,1765650057.1969903,151,139,12,1.88,HOLD,True
3285,1765650057.2978964,152,146,6,2.03,RELEASE,False
3290,1765650057.4140186,151,154,-3,1.13,RELEASE,False
3295,1765650057.518951,152,163,-11,1.57,HOLD,True
3300,1765650057.6160378,151,170,-19,1.21,HOLD,True
3305,1765650057.7026465,152,174,-22,0.88,HOLD,True
3310,1765650057.8076272,151,176,-25,0.18,HOLD,True
3315,1765650057.9019217,152,172,-20,-1.15,HOLD,True
3320,1765650058.0419464,151,164,-13,-1.82,HOLD,True
3325,1765650058.1493435,151,157,-6,-1.34,RELEASE,False
3330,1765650058.2448535,151,151,0,-1.51,RELEASE,False
3335,1765650058.3667321,151,147,4,-0.89,RELEASE,False
3340,1765650058.465893,152,146,6,-0.15,HOLD,True
3345,1765650058.6038353,160,143,17,-0.22,HOLD,True
3350,1765650058.7205427,175,142,33,0.52,RELEASE,False
3355,1765650058.8074195,185,142,43,0.27,RELEASE,False
3360,1765650058.9289346,195,150,45,1.66,RELEASE,False
3365,1765650059.0535445,206,169,37,4.90,RELEASE,False
3370,1765650059.1596458,212,187,25,4.93,RELEASE,False
3375,1765650059.2818706,218,216,2,5.22,HOLD,True
3380,1765650059.3692205,222,231,-9,1.82,HOLD,True
3385,1765650059.511763,225,242,-17,0.87,HOLD,True
3390,1765650059.6141667,226,242,-16,0.03,HOLD,True
3395,1765650059.7340016,227,242,-15,0.00,HOLD,True
3400,1765650059.8205502,226,239,-13,-0.81,RELEASE,False
3405,1765650059.9561963,227,226,1,-2.93,RELEASE,False
3410,1765650060.057835,226,218,8,-1.34,RELEASE,False
3415,1765650060.1592758,227,213,14,-0.89,HOLD,True
3420,1765650060.2587895,226,206,20,-1.65,HOLD,True
3425,1765650060.358994,227,200,27,-1.02,RELEASE,False
3430,1765650060.4703772,226,198,28,-0.19,RELEASE,False
3435,1765650060.5499406,227,201,26,0.65,RELEASE,False
3440,1765650060.6725237,226,210,16,2.18,HOLD,True
3445,1765650060.7967708,190,222,-32,2.60,HOLD,True
3450,1765650060.9234996,121,229,-108,1.55,HOLD,True
3455,1765650061.0337958,84,229,-145,-0.01,HOLD,True
3460,1765650061.1387095,66,223,-157,-1.34,HOLD,True
3465,1765650061.2379665,66,210,-144,-2.82,HOLD,True
3470,1765650061.359104,66,194,-128,-3.21,HOLD,True
3475,1765650061.4536982,66,168,-102,-6.01,HOLD,True
3480,1765650061.537044,65,150,-85,-4.19,HOLD,True
3485,1765650061.6518464,110,118,-8,-5.97,RELEASE,False
3490,1765650061.750576,155,93,62,-4.72,RELEASE,False
3495,1765650061.8409936,184,76,108,-3.15,RELEASE,False
3500,1765650061.9506617,217,70,147,-0.29,RELEASE,False
3505,1765650062.0598602,243,70,173,-0.01,RELEASE,False
3510,1765650062.1728287,260,70,190,-0.00,RELEASE,False
3515,1765650062.261573,262,70,192,-0.00,RELEASE,False
3520,1765650062.3874042,259,77,182,3.25,RELEASE,False
3525,1765650062.4744036,258,96,162,4.45,RELEASE,False
3530,1765650062.5795274,262,120,142,6.11,RELEASE,False
3535,1765650062.7148736,259,152,107,4.25,RELEASE,False
3540,1765650062.8039129,262,179,83,4.66,RELEASE,False
3545,1765650062.9156787,259,206,53,2.74,RELEASE,False
3550,1765650063.0108132,264,240,24,5.93,RELEASE,False
3555,1765650063.0904446,270,244,26,0.31,RELEASE,False
3560,1765650063.1883922,273,244,29,0.01,RELEASE,False
3565,1765650063.3147876,276,244,32,0.00,RELEASE,False
3570,1765650063.4084694,271,244,27,0.00,RELEASE,False
3575,1765650063.5314167,279,244,35,0.00,RELEASE,False
3580,1765650063.6292555,279,244,35,0.00,RELEASE,False
3585,1765650063.730693,279,244,35,0.00,RELEASE,False
3590,1765650063.8295994,279,244,35,0.00,RELEASE,False
3595,1765650063.9270592,279,244,35,0.00,RELEASE,False
3600,1765650064.0296195,279,244,35,0.00,RELEASE,False
3605,1765650064.1374435,279,244,35,0.00,RELEASE,False
3610,1765650064.2628522,279,244,35,0.00,RELEASE,False
3615,1765650064.3628118,259,244,15,0.00,RELEASE,False
3620,1765650064.485733,232,244,-12,0.00,HOLD,True
3625,1765650064.5945225,213,244,-31,0.00,HOLD,True
3630,1765650064.698619,193,243,-50,-0.50,HOLD,True
3635,1765650064.796582,179,230,-51,-3.45,HOLD,True
3640,1765650064.8962882,168,212,-44,-4.51,HOLD,True
3645,1765650065.001683,158,188,-30,-2.83,HOLD,True
3650,1765650065.1229746,148,157,-9,-4.99,RELEASE,False
3655,1765650065.2143843,144,137,7,-2.06,HOLD,True
3660,1765650065.3145452,141,112,29,-4.16,RELEASE,False
3665,1765650065.4263694,141,93,48,-3.10,RELEASE,False
3670,1765650065.539204,141,83,58,-1.97,RELEASE,False
3675,1765650065.6525958,141,77,64,-0.59,RELEASE,False
3680,1765650065.7320292,141,77,64,-0.02,RELEASE,False
3685,1765650065.8532555,141,83,58,1.22,RELEASE,False
3690,1765650065.9464023,141,94,47,2.26,RELEASE,False
3695,1765650066.0405536,141,108,33,2.29,RELEASE,False
3700,1765650066.1630716,140,134,6,4.54,HOLD,True
3705,1765650066.287974,140,155,-15,4.42,HOLD,True
3710,1765650066.398892,140,168,-28,2.26,HOLD,True
3715,1765650066.5117261,154,174,-20,1.04,HOLD,True
3720,1765650066.606546,177,176,1,0.31,HOLD,True
3725,1765650066.702965,195,178,17,0.29,RELEASE,False
3730,1765650066.79559,210,183,27,1.60,RELEASE,False
3735,1765650066.8879926,220,190,30,1.80,RELEASE,False
3740,1765650066.978622,227,201,26,1.37,RELEASE,False
3745,1765650067.1095045,232,224,8,4.32,HOLD,True
3750,1765650067.2286668,231,240,-9,1.76,HOLD,True
3755,1765650067.3540792,232,246,-14,0.34,HOLD,True
3760,1765650067.447714,231,246,-15,0.01,HOLD,True
3765,1765650067.5684755,232,246,-14,0.00,HOLD,True
3770,1765650067.658865,231,237,-6,-1.47,RELEASE,False
3775,1765650067.778649,224,223,1,-2.58,RELEASE,False
3780,1765650067.8886693,181,213,-32,-1.27,HOLD,True
3785,1765650068.0304198,134,195,-61,-4.07,HOLD,True
3790,1765650068.123903,112,176,-64,-4.00,HOLD,True
3795,1765650068.2237694,97,153,-56,-4.47,HOLD,True
3800,1765650068.345949,88,121,-33,-8.39,RELEASE,False
3805,1765650068.462412,88,91,-3,-6.70,RELEASE,False
3810,1765650068.5793633,89,76,13,-0.90,HOLD,True
3815,1765650068.6683698,89,76,13,-0.03,RELEASE,False
3820,1765650068.7705855,89,76,13,-0.00,RELEASE,False
3825,1765650068.8784883,89,76,13,-0.00,RELEASE,False
3830,1765650068.9786727,89,71,18,-2.50,HOLD,True
3835,1765650069.083653,75,87,-12,3.20,HOLD,True
3840,1765650079.7121272,151,154,-3,0.25,RELEASE,False
3845,1765650079.834128,152,157,-5,0.70,RELEASE,False
3850,1765650079.9318855,152,158,-6,0.27,HOLD,True
3855,1765650080.0175219,151,159,-8,0.10,HOLD,True
3860,1765650080.1326098,152,157,-5,-0.75,HOLD,True
3865,1765650080.2205045,151,154,-3,-0.37,HOLD,True
3870,1765650080.3344705,152,148,4,-1.01,HOLD,True
3875,1765650080.444708,151,143,8,-0.84,RELEASE,False
3880,1765650080.545655,152,137,15,-1.21,RELEASE,False
3885,1765650080.6508348,151,133,18,-0.51,RELEASE,False
3890,1765650080.757783,152,129,23,-0.39,RELEASE,False
3895,1765650080.8820853,151,132,19,0.80,HOLD,True
3900,1765650080.9692433,152,135,17,0.81,HOLD,True
3905,1765650081.1066,151,138,13,0.81,HOLD,True
3910,1765650081.1973596,152,141,11,0.21,RELEASE,False
3915,1765650081.3340878,151,144,7,0.23,RELEASE,False
3920,1765650081.4240186,152,146,6,0.32,RELEASE,False
3925,1765650081.5362904,151,149,2,0.67,HOLD,True
3930,1765650081.6357152,152,151,1,0.71,HOLD,True
3935,1765650081.750731,151,151,0,0.02,RELEASE,False
3940,1765650081.8616338,151,152,-1,0.06,RELEASE,False
3945,1765650081.9588645,152,155,-3,0.66,RELEASE,False
3950,1765650082.0970442,152,161,-9,1.58,HOLD,True
3955,1765650082.2084756,152,165,-13,1.11,HOLD,True
3960,1765650082.32904,152,170,-18,0.91,HOLD,True
3965,1765650082.445233,152,172,-20,0.34,RELEASE,False
3970,1765650082.551401,163,174,-11,0.20,RELEASE,False
3975,1765650082.6474314,170,176,-6,0.29,RELEASE,False
3980,1765650082.7417014,179,181,-2,0.98,HOLD,True
3985,1765650082.882681,190,189,1,2.12,HOLD,True
3990,1765650082.9778793,197,195,2,1.29,HOLD,True
3995,1765650083.09691,204,202,2,1.23,RELEASE,False
4000,1765650083.2094707,211,208,3,1.13,RELEASE,False
4005,1765650083.3142786,219,215,4,1.29,RELEASE,False
4010,1765650083.4007351,224,221,3,1.20,HOLD,True
4015,1765650083.5154881,230,228,2,1.29,HOLD,True
4020,1765650083.6017094,234,232,2,0.51,HOLD,True
4025,1765650083.751518,242,238,4,1.02,RELEASE,False
4030,1765650083.862019,246,244,2,0.72,RELEASE,False
4035,1765650083.9745083,251,246,5,0.08,RELEASE,False
4040,1765650084.0668259,255,246,9,0.00,RELEASE,False
4045,1765650084.190728,259,246,13,0.00,RELEASE,False
4050,1765650084.3134089,263,246,17,0.00,RELEASE,False
4055,1765650084.4256496,266,246,20,0.00,RELEASE,False
4060,1765650084.534915,269,246,23,0.00,RELEASE,False
4065,1765650084.643901,271,246,25,0.00,RELEASE,False
4070,1765650084.749576,273,246,27,0.00,RELEASE,False
4075,1765650084.8573072,275,246,29,0.00,RELEASE,False
4080,1765650084.9804866,275,246,29,0.00,RELEASE,False
4085,1765650085.0675697,277,246,31,0.00,RELEASE,False
4090,1765650085.1934733,276,246,30,0.00,RELEASE,False
4095,1765650094.7295303,152,152,0,0.00,RELEASE,False
4100,1765650094.8337846,151,151,0,-0.25,RELEASE,False
4105,1765650094.9843943,151,146,5,-1.53,HOLD,True
4110,1765650095.068372,151,139,12,-0.95,HOLD,True
4115,1765650095.1915128,152,129,23,-1.56,RELEASE,False
4120,1765650095.2841027,151,124,27,-0.30,RELEASE,False
4125,1765650095.4065542,152,124,28,0.46,RELEASE,False
4130,1765650095.5116706,151,132,19,1.33,HOLD,True
4135,1765650095.6209812,152,141,11,1.82,HOLD,True
4140,1765650095.718925,151,149,2,1.34,HOLD,True
4145,1765650095.7977161,152,157,-5,1.48,RELEASE,False
4150,1765650095.9206166,151,166,-15,1.76,RELEASE,False
4155,1765650096.009044,152,174,-22,1.02,HOLD,True
4160,1765650096.1114624,151,182,-31,1.13,HOLD,True
4165,1765650096.2346218,152,183,-31,0.00,HOLD,True
4170,1765650096.3235214,151,179,-28,-0.75,HOLD,True
4175,1765650096.4335904,152,169,-17,-2.15,HOLD,True
4180,1765650096.5337307,151,155,-4,-1.72,RELEASE,False
4185,1765650096.6373563,152,142,10,-2.40,RELEASE,False
4190,1765650096.734022,152,131,21,-2.32,RELEASE,False
4195,1765650096.8840997,152,119,33,-2.39,RELEASE,False
4200,1765650096.9945686,152,118,34,-0.11,RELEASE,False
4205,1765650097.110789,151,120,31,0.75,RELEASE,False
4210,1765650097.2022524,152,127,25,0.80,RELEASE,False
4215,1765650097.3366382,151,142,9,2.65,RELEASE,False
4220,1765650097.4442894,151,156,-5,2.96,HOLD,True
4225,1765650097.5646772,152,168,-16,3.34,HOLD,True
4230,1765650097.660778,152,179,-27,1.85,HOLD,True
4235,1765650097.7803779,152,185,-33,1.21,HOLD,True
4240,1765650097.8776007,152,185,-33,0.04,HOLD,True
4245,1765650097.977469,153,179,-26,-1.72,HOLD,True
4250,1765650098.0919504,153,170,-17,-1.37,HOLD,True
4255,1765650098.2181332,153,152,1,-2.76,RELEASE,False
4260,1765650098.3193839,153,144,9,-1.37,HOLD,True
4265,1765650098.4564166,153,130,23,-2.48,RELEASE,False
4270,1765650098.577349,152,125,27,-0.83,RELEASE,False
4275,1765650098.6918237,153,128,25,0.76,RELEASE,False
4280,1765650098.7944305,150,136,14,1.55,RELEASE,False
4285,1765650098.9081604,153,145,8,2.33,HOLD,True
4290,1765650099.0269697,151,155,-4,2.26,HOLD,True
4295,1765650099.1283436,152,161,-9,1.45,HOLD,True
4300,1765650099.231838,149,169,-20,1.36,RELEASE,False
4305,1765650099.3160892,149,176,-27,1.23,HOLD,True
4310,1765650099.420734,151,180,-29,0.60,HOLD,True
4315,1765650099.545879,154,179,-25,-0.23,HOLD,True
4320,1765650099.671733,153,169,-16,-2.32,HOLD,True
4325,1765650099.7669013,156,156,0,-1.70,RELEASE,False
4330,1765650099.8721464,155,147,8,-2.80,RELEASE,False
4335,1765650099.9779153,153,138,15,-1.43,RELEASE,False
4340,1765650100.087288,155,133,22,-0.89,RELEASE,False
4345,1765650100.1849275,155,132,23,-0.15,RELEASE,False
4350,1765650100.2744,155,133,22,0.12,RELEASE,False
4355,1765650100.3981586,157,141,16,1.63,RELEASE,False
4360,1765650100.4920967,158,147,11,1.02,RELEASE,False
4365,1765650100.603688,158,159,-1,2.25,HOLD,True
